20115584	13	9.830128205128206
499014	15	9.40515873015873
20318665	10	9.361269841269841
243942	12	9.242857142857142
39507184	13	9.21474358974359
20000490	10	9.186666666666667
31271492	11	9.130303030303029
24462590	10	9.114285714285714
19752246	11	9.113636363636363
25855711	10	9.098571428571429
23081591	38	9.0403546745652
21570840	10	9.0
25216885	11	8.910714285714285
22205540	10	8.846253746253748
22115390	22	8.621699134199135
58819156	12	8.564351851851852
48706058	14	8.413095238095238
35701656	11	8.36017316017316
36032089	12	8.352081945831946
47648725	10	8.326666666666666
52345941	12	8.261805555555556
28428450	13	8.212637362637363
32979806	14	8.156547619047618
27345600	13	8.151709401709402
38952365	10	8.142857142857142
52811553	14	8.119642857142859
21782009	10	8.119285714285715
26407258	10	8.080555555555557
41918112	10	7.985317460317461
47790581	12	7.957936507936508
23843993	13	7.939529914529914
29206361	15	7.936349206349207
42892466	13	7.931410256410256
43619655	14	7.913095238095238
22171033	10	7.910833333333334
22420033	36	7.892409211159211
34683358	12	7.8819444444444455
40798770	12	7.876388888888887
47548643	11	7.861616161616163
54900531	12	7.860669191919192
23761012	11	7.825324675324676
19657748	10	7.818333333333333
24270448	15	7.816666666666666
24479730	11	7.729437229437229
24376897	10	7.7283333333333335
23148157	14	7.722108843537415
552425	10	7.716666666666667
21178987	14	7.714285714285714
23070499	10	7.705952380952381
38743614	10	7.700952380952382
22003900	11	7.676262626262627
26655658	10	7.649166666666668
38301955	16	7.625
19147483	19	7.618274853801169
35205409	15	7.604700854700854
21276764	11	7.604545454545454
44610772	10	7.593333333333332
51515228	15	7.59076923076923
35271873	11	7.577705627705627
59782092	10	7.573333333333333
64980175	14	7.567261904761906
35571306	18	7.541953262786596
24039270	10	7.5156746031746025
20734517	11	7.515043290043291
35099902	11	7.512121212121212
32607207	10	7.5
21069163	18	7.4773148148148145
23460914	12	7.4765151515151524
62500264	12	7.422222222222222
45062869	10	7.416190476190477
55299133	13	7.376556776556776
23715024	10	7.365
32173555	11	7.329338842975207
21698945	15	7.322222222222224
46366108	11	7.317099567099567
37537952	11	7.313131313131313
30809576	28	7.299412492269634
23449132	33	7.272631072631073
39604885	13	7.2636530136530135
43749605	11	7.26010101010101
32670240	33	7.257395382395383
35377557	10	7.248571428571429
30467167	12	7.2444444444444445
36401562	10	7.232857142857144
25580905	14	7.228911564625851
42738774	18	7.2175084175084185
34783939	12	7.213293650793651
32234562	10	7.1780952380952385
53498270	10	7.173809523809524
100311	13	7.172161172161172
64988607	11	7.17066267066267
46143353	15	7.166450216450216
37485461	15	7.165132275132275
47009018	19	7.158959899749373
23194646	17	7.143557422969188
25519361	10	7.138690476190478
35744085	16	7.1223214285714285
35264085	17	7.120261437908497
38700041	10	7.117380952380953
24301301	39	7.115801790801792
25082950	14	7.11547619047619
36571239	35	7.1005359719645424
38810894	14	7.091682127396413
31445010	11	7.089207005116097
38839833	16	7.085689484126984
39856801	10	7.08
25316484	20	7.073035714285714
30819079	12	7.049603174603175
24686665	10	7.028571428571429
24425656	17	7.006489262371616
19361898	15	7.006111111111112
51629369	19	7.002631578947369
149254	20	7.002103174603175
54984004	12	6.993055555555556
25561786	13	6.975213675213674
32158564	12	6.975108225108225
43866837	10	6.966904761904762
40359865	11	6.966706021251476
34981885	14	6.961961451247165
59553576	19	6.951065162907268
21311965	10	6.943333333333333
20156363	13	6.941239316239317
41257328	12	6.9359126984126975
60099978	10	6.933585858585859
25095843	19	6.932623224728489
20816450	13	6.931623931623932
44889700	15	6.928783068783068
24898493	11	6.922943722943723
43215217	12	6.921527777777778
29244477	22	6.919787157287158
34352673	12	6.900462962962962
28663803	10	6.890000000000001
43085282	10	6.8895238095238085
23572089	11	6.8893939393939405
60301246	13	6.8609890109890115
49001400	13	6.860256410256411
35697807	10	6.859404761904761
31699094	20	6.857402597402597
24704126	20	6.852083333333333
30924402	17	6.848319327731093
39566443	11	6.843890200708383
30942336	15	6.843439153439154
33719173	11	6.84069264069264
30966736	29	6.834920634920634
21673348	13	6.834615384615384
29613074	10	6.817619047619047
37072495	10	6.8
20531738	12	6.794312169312168
38956088	18	6.783641975308641
40579419	16	6.781398809523809
28925735	19	6.7776942355889735
21383417	11	6.76569264069264
47528582	10	6.765476190476191
50707210	38	6.762676577808157
39208378	13	6.761538461538461
20445957	11	6.760087891906073
50587037	13	6.75922090729783
27400607	11	6.757575757575759
20391737	20	6.7560714285714285
32887265	14	6.7510204081632645
27031345	17	6.737581699346406
22298562	16	6.737114448051948
19998540	14	6.737074829931973
21129746	13	6.723076923076923
39642481	23	6.717391304347826
52350170	14	6.7124999999999995
26210709	11	6.700721500721502
23541463	20	6.695824314574314
56308596	10	6.692857142857143
28996522	12	6.682738095238096
24528131	12	6.669973544973545
50229422	14	6.669812925170068
34743210	24	6.668154761904762
26826276	14	6.6646825396825395
58794630	12	6.657880082880083
26212205	14	6.6571428571428575
25134111	15	6.653730158730158
50852654	10	6.651666666666666
19883805	12	6.649801587301588
23859662	12	6.6470809283309285
22215075	10	6.644545454545454
22769531	11	6.635950413223141
19076603	14	6.629166666666668
55450941	22	6.627034959989505
49280714	10	6.625
48553924	12	6.624768518518518
35255518	17	6.611858076563958
38887759	11	6.610101010101008
50177765	11	6.602525252525253
19971011	10	6.600714285714285
44585696	11	6.589462809917356
29702176	10	6.586190476190477
30844736	10	6.579761904761905
55393948	10	6.576666666666666
22821619	25	6.574142857142857
50710777	12	6.566071428571429
23262720	21	6.564852607709751
38833632	19	6.563659147869675
28736836	12	6.558531746031746
38610623	25	6.557077922077922
44250714	18	6.550330687830688
176041	10	6.5441666666666665
40876101	11	6.541666666666666
19765417	10	6.541031746031747
25331831	16	6.53901098901099
204654	12	6.534722222222221
39740506	10	6.532142857142857
25849929	14	6.531972789115647
40407143	17	6.531862745098039
44800061	14	6.5286951144094
23877220	19	6.522624743677375
23732493	10	6.519285714285713
24525500	15	6.516349206349206
21369879	29	6.5119847585364825
59214296	39	6.509391534391534
19920510	21	6.506438535009964
35285210	14	6.506122448979592
